,location,swing_type,frame_type,src_video,frame_path,label_path,train_set,val_set,test_set
512,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_863.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_863.txt,1,0,0
513,KP_Common_Area,Flighted,Strike_frames,20250304_t_234030_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\images\20250304_t_234030_sink_frame_right_1497.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\labels\20250304_t_234030_sink_frame_right_1497.txt,1,0,0
514,KP_Common_Area,Flighted,Strike_frames,20250304_t_234108_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\images\20250304_t_234108_sink_frame_right_415.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\labels\20250304_t_234108_sink_frame_right_415.txt,1,0,0
515,KP_Common_Area,Flighted,Strike_frames,20250304_t_234030_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\images\20250304_t_234030_sink_frame_right_1493.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\labels\20250304_t_234030_sink_frame_right_1493.txt,1,0,0
516,KP_Common_Area,Flighted,Strike_frames,20250304_t_234255_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234255_sink\images\20250304_t_234255_sink_frame_right_1540.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234255_sink\labels\20250304_t_234255_sink_frame_right_1540.txt,1,0,0
517,KP_Common_Area,Flighted,Strike_frames,20250304_t_233910_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233910_sink\images\20250304_t_233910_sink_frame_right_1819.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233910_sink\labels\20250304_t_233910_sink_frame_right_1819.txt,1,0,0
518,KP_Common_Area,Flighted,Strike_frames,20250304_t_233718_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233718_sink\images\20250304_t_233718_sink_frame_right_1358.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233718_sink\labels\20250304_t_233718_sink_frame_right_1358.txt,1,0,0
519,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_791.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_791.txt,1,0,0
520,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_548.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_548.txt,1,0,0
521,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_843.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_843.txt,1,0,0
522,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_874.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_874.txt,1,0,0
523,KP_Common_Area,Flighted,Strike_frames,20250304_t_234255_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234255_sink\images\20250304_t_234255_sink_frame_right_1537.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234255_sink\labels\20250304_t_234255_sink_frame_right_1537.txt,1,0,0
524,KP_Common_Area,Flighted,Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_1508.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_1508.txt,1,0,0
525,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_859.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_859.txt,1,0,0
526,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_860.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_860.txt,1,0,0
527,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_854.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_854.txt,1,0,0
528,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_872.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_872.txt,1,0,0
529,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_1396.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_1396.txt,1,0,0
530,KP_Common_Area,Flighted,Strike_frames,20250304_t_233718_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233718_sink\images\20250304_t_233718_sink_frame_right_1352.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233718_sink\labels\20250304_t_233718_sink_frame_right_1352.txt,1,0,0
531,KP_Common_Area,Flighted,Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1497.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1497.txt,1,0,0
532,KP_Common_Area,Flighted,Strike_frames,20250304_t_234030_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\images\20250304_t_234030_sink_frame_right_1670.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\labels\20250304_t_234030_sink_frame_right_1670.txt,1,0,0
533,KP_Common_Area,Flighted,Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_1502.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_1502.txt,1,0,0
534,KP_Common_Area,Flighted,Strike_frames,20250304_t_234108_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\images\20250304_t_234108_sink_frame_right_427.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\labels\20250304_t_234108_sink_frame_right_427.txt,1,0,0
535,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_549.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_549.txt,1,0,0
536,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_1398.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_1398.txt,1,0,0
537,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_842.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_842.txt,1,0,0
538,KP_Common_Area,Flighted,Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_1584.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_1584.txt,1,0,0
539,KP_Common_Area,Flighted,Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_1580.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_1580.txt,1,0,0
540,KP_Common_Area,Flighted,Strike_frames,20250304_t_234030_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\images\20250304_t_234030_sink_frame_right_1483.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\labels\20250304_t_234030_sink_frame_right_1483.txt,1,0,0
541,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_789.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_789.txt,1,0,0
542,KP_Common_Area,Flighted,Strike_frames,20250304_t_234108_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\images\20250304_t_234108_sink_frame_right_422.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\labels\20250304_t_234108_sink_frame_right_422.txt,1,0,0
543,KP_Common_Area,Flighted,Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1504.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1504.txt,1,0,0
544,KP_Common_Area,Flighted,Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1498.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1498.txt,1,0,0
545,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_870.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_870.txt,1,0,0
546,KP_Common_Area,Flighted,Strike_frames,20250304_t_234030_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\images\20250304_t_234030_sink_frame_right_1488.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\labels\20250304_t_234030_sink_frame_right_1488.txt,1,0,0
547,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_864.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_864.txt,1,0,0
548,KP_Common_Area,Flighted,Strike_frames,20250304_t_234030_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\images\20250304_t_234030_sink_frame_right_1482.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\labels\20250304_t_234030_sink_frame_right_1482.txt,1,0,0
549,KP_Common_Area,Flighted,Strike_frames,20250304_t_233718_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233718_sink\images\20250304_t_233718_sink_frame_right_1356.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233718_sink\labels\20250304_t_233718_sink_frame_right_1356.txt,1,0,0
550,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_869.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_869.txt,1,0,0
551,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_542.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_542.txt,1,0,0
552,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_846.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_846.txt,1,0,0
553,KP_Common_Area,Flighted,Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_1579.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_1579.txt,1,0,0
554,KP_Common_Area,Flighted,Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_1500.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_1500.txt,1,0,0
555,KP_Common_Area,Flighted,Strike_frames,20250304_t_234108_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\images\20250304_t_234108_sink_frame_right_412.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\labels\20250304_t_234108_sink_frame_right_412.txt,1,0,0
556,KP_Common_Area,Flighted,Strike_frames,20250304_t_234030_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\images\20250304_t_234030_sink_frame_right_1486.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\labels\20250304_t_234030_sink_frame_right_1486.txt,1,0,0
557,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_847.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_847.txt,1,0,0
558,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_544.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_544.txt,1,0,0
559,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_788.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_788.txt,1,0,0
560,KP_Common_Area,Flighted,Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1500.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1500.txt,1,0,0
561,KP_Common_Area,Flighted,Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_1505.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_1505.txt,1,0,0
562,KP_Common_Area,Flighted,Strike_frames,20250304_t_234108_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\images\20250304_t_234108_sink_frame_right_421.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\labels\20250304_t_234108_sink_frame_right_421.txt,1,0,0
563,KP_Common_Area,Flighted,Strike_frames,20250304_t_233718_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233718_sink\images\20250304_t_233718_sink_frame_right_1357.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233718_sink\labels\20250304_t_233718_sink_frame_right_1357.txt,1,0,0
564,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_787.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_787.txt,1,0,0
565,KP_Common_Area,Flighted,Strike_frames,20250304_t_234255_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234255_sink\images\20250304_t_234255_sink_frame_right_1544.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234255_sink\labels\20250304_t_234255_sink_frame_right_1544.txt,1,0,0
566,KP_Common_Area,Flighted,Strike_frames,20250304_t_234030_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\images\20250304_t_234030_sink_frame_right_1710.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\labels\20250304_t_234030_sink_frame_right_1710.txt,1,0,0
567,KP_Common_Area,Flighted,Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1501.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1501.txt,1,0,0
568,KP_Common_Area,Flighted,Strike_frames,20250304_t_233718_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233718_sink\images\20250304_t_233718_sink_frame_right_1353.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233718_sink\labels\20250304_t_233718_sink_frame_right_1353.txt,1,0,0
569,KP_Common_Area,Flighted,Strike_frames,20250304_t_234030_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\images\20250304_t_234030_sink_frame_right_1490.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\labels\20250304_t_234030_sink_frame_right_1490.txt,1,0,0
570,KP_Common_Area,Flighted,Strike_frames,20250304_t_234108_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\images\20250304_t_234108_sink_frame_right_416.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\labels\20250304_t_234108_sink_frame_right_416.txt,1,0,0
571,KP_Common_Area,Flighted,Strike_frames,20250304_t_234030_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\images\20250304_t_234030_sink_frame_right_1496.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\labels\20250304_t_234030_sink_frame_right_1496.txt,1,0,0
572,KP_Common_Area,Flighted,Strike_frames,20250304_t_234030_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\images\20250304_t_234030_sink_frame_right_1700.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234030_sink\labels\20250304_t_234030_sink_frame_right_1700.txt,1,0,0
573,KP_Common_Area,Flighted,Strike_frames,20250304_t_234255_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234255_sink\images\20250304_t_234255_sink_frame_right_1538.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234255_sink\labels\20250304_t_234255_sink_frame_right_1538.txt,1,0,0
574,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_845.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_845.txt,1,0,0
575,KP_Common_Area,Flighted,Strike_frames,20250304_t_234108_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\images\20250304_t_234108_sink_frame_right_417.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234108_sink\labels\20250304_t_234108_sink_frame_right_417.txt,1,0,0
576,KP_Common_Area,Flighted,Strike_frames,20250304_t_233910_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233910_sink\images\20250304_t_233910_sink_frame_right_1815.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_233910_sink\labels\20250304_t_233910_sink_frame_right_1815.txt,1,0,0
577,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_1401.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_1401.txt,1,0,0
578,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_790.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_790.txt,1,0,0
579,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_1404.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_1404.txt,1,0,0
580,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_543.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_543.txt,1,0,0
581,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_1399.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_1399.txt,1,0,0
582,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_796.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_796.txt,1,0,0
583,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_540.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_540.txt,1,0,0
584,KP_Common_Area,Flighted,Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_546.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_546.txt,1,0,0
