location,swing_type,frame_type,src_video,frame_path,label_path
KP_Study_Area,Flighted,Strike_frames,20250304_t_232501_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\images\20250304_t_232501_sink_frame_right_1342.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\labels\20250304_t_232501_sink_frame_right_1342.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232501_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\images\20250304_t_232501_sink_frame_right_1343.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\labels\20250304_t_232501_sink_frame_right_1343.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232501_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\images\20250304_t_232501_sink_frame_right_1344.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\labels\20250304_t_232501_sink_frame_right_1344.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232501_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\images\20250304_t_232501_sink_frame_right_1345.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\labels\20250304_t_232501_sink_frame_right_1345.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232501_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\images\20250304_t_232501_sink_frame_right_1346.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\labels\20250304_t_232501_sink_frame_right_1346.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232501_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\images\20250304_t_232501_sink_frame_right_1347.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\labels\20250304_t_232501_sink_frame_right_1347.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232501_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\images\20250304_t_232501_sink_frame_right_1348.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\labels\20250304_t_232501_sink_frame_right_1348.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232501_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\images\20250304_t_232501_sink_frame_right_1349.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\labels\20250304_t_232501_sink_frame_right_1349.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232501_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\images\20250304_t_232501_sink_frame_right_1350.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232501_sink\labels\20250304_t_232501_sink_frame_right_1350.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232549_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\images\20250304_t_232549_sink_frame_right_1087.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\labels\20250304_t_232549_sink_frame_right_1087.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232549_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\images\20250304_t_232549_sink_frame_right_1088.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\labels\20250304_t_232549_sink_frame_right_1088.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232549_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\images\20250304_t_232549_sink_frame_right_1089.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\labels\20250304_t_232549_sink_frame_right_1089.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232549_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\images\20250304_t_232549_sink_frame_right_1090.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\labels\20250304_t_232549_sink_frame_right_1090.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232549_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\images\20250304_t_232549_sink_frame_right_1091.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\labels\20250304_t_232549_sink_frame_right_1091.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232549_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\images\20250304_t_232549_sink_frame_right_1092.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\labels\20250304_t_232549_sink_frame_right_1092.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232549_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\images\20250304_t_232549_sink_frame_right_1093.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\labels\20250304_t_232549_sink_frame_right_1093.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232549_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\images\20250304_t_232549_sink_frame_right_1094.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\labels\20250304_t_232549_sink_frame_right_1094.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232549_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\images\20250304_t_232549_sink_frame_right_1095.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232549_sink\labels\20250304_t_232549_sink_frame_right_1095.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1082.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1082.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1083.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1083.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1084.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1084.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1085.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1085.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1086.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1086.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1087.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1087.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1088.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1088.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1089.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1089.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1090.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1090.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1091.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1091.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1270.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1270.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1280.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1280.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232631_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\images\20250304_t_232631_sink_frame_right_1290.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232631_sink\labels\20250304_t_232631_sink_frame_right_1290.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232704_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\images\20250304_t_232704_sink_frame_right_1649.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\labels\20250304_t_232704_sink_frame_right_1649.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232704_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\images\20250304_t_232704_sink_frame_right_1650.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\labels\20250304_t_232704_sink_frame_right_1650.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232704_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\images\20250304_t_232704_sink_frame_right_1651.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\labels\20250304_t_232704_sink_frame_right_1651.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232704_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\images\20250304_t_232704_sink_frame_right_1652.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\labels\20250304_t_232704_sink_frame_right_1652.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232704_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\images\20250304_t_232704_sink_frame_right_1653.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\labels\20250304_t_232704_sink_frame_right_1653.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232704_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\images\20250304_t_232704_sink_frame_right_1654.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\labels\20250304_t_232704_sink_frame_right_1654.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232704_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\images\20250304_t_232704_sink_frame_right_1655.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\labels\20250304_t_232704_sink_frame_right_1655.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232704_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\images\20250304_t_232704_sink_frame_right_1656.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\labels\20250304_t_232704_sink_frame_right_1656.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232704_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\images\20250304_t_232704_sink_frame_right_1657.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232704_sink\labels\20250304_t_232704_sink_frame_right_1657.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1325.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1325.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1326.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1326.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1327.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1327.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1328.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1328.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1329.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1329.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1330.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1330.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1331.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1331.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1332.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1332.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1333.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1333.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1334.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1334.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1500.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1500.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1510.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1510.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1520.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1520.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1530.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1530.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1540.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1540.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232757_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\images\20250304_t_232757_sink_frame_right_1550.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232757_sink\labels\20250304_t_232757_sink_frame_right_1550.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232837_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\images\20250304_t_232837_sink_frame_right_1506.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\labels\20250304_t_232837_sink_frame_right_1506.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232837_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\images\20250304_t_232837_sink_frame_right_1507.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\labels\20250304_t_232837_sink_frame_right_1507.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232837_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\images\20250304_t_232837_sink_frame_right_1508.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\labels\20250304_t_232837_sink_frame_right_1508.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232837_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\images\20250304_t_232837_sink_frame_right_1509.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\labels\20250304_t_232837_sink_frame_right_1509.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232837_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\images\20250304_t_232837_sink_frame_right_1510.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\labels\20250304_t_232837_sink_frame_right_1510.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232837_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\images\20250304_t_232837_sink_frame_right_1511.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\labels\20250304_t_232837_sink_frame_right_1511.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232837_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\images\20250304_t_232837_sink_frame_right_1512.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\labels\20250304_t_232837_sink_frame_right_1512.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232837_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\images\20250304_t_232837_sink_frame_right_1513.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\labels\20250304_t_232837_sink_frame_right_1513.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232837_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\images\20250304_t_232837_sink_frame_right_1514.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\labels\20250304_t_232837_sink_frame_right_1514.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232837_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\images\20250304_t_232837_sink_frame_right_1515.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\labels\20250304_t_232837_sink_frame_right_1515.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_232837_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\images\20250304_t_232837_sink_frame_right_1516.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_232837_sink\labels\20250304_t_232837_sink_frame_right_1516.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_233005_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233005_sink\images\20250304_t_233005_sink_frame_right_1860.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233005_sink\labels\20250304_t_233005_sink_frame_right_1860.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_233054_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\images\20250304_t_233054_sink_frame_right_1707.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\labels\20250304_t_233054_sink_frame_right_1707.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_233054_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\images\20250304_t_233054_sink_frame_right_1708.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\labels\20250304_t_233054_sink_frame_right_1708.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_233054_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\images\20250304_t_233054_sink_frame_right_1709.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\labels\20250304_t_233054_sink_frame_right_1709.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_233054_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\images\20250304_t_233054_sink_frame_right_1710.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\labels\20250304_t_233054_sink_frame_right_1710.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_233054_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\images\20250304_t_233054_sink_frame_right_1711.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\labels\20250304_t_233054_sink_frame_right_1711.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_233054_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\images\20250304_t_233054_sink_frame_right_1712.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\labels\20250304_t_233054_sink_frame_right_1712.txt
KP_Study_Area,Flighted,Strike_frames,20250304_t_233054_sink,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\images\20250304_t_233054_sink_frame_right_1713.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Study_Area\Strike_frames\20250304_t_233054_sink\labels\20250304_t_233054_sink_frame_right_1713.txt
